Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Date,keywords,speakers names,event type,Summary Short,Year,Summary Full,Audio Clip pdf,Audio Clip Description Short,Audio Clip Description Long,Audio clip runtime,Audio Clip Download,Audio Clip URL transcript player,Audio Full Description Short,Audio Full Description Long,Audio Full Download,Audio Full PDF,Audio full runtime,Audio Full URL transcript player,Audio Clip02 pdf,Audio Clip 02 Description,Audio Clip 02,Audio Clip 02 URL,Thumbnail,speaker 1 image,Speaker 1,speaker 1 role,speaker 2 image,speaker 2,speaker 2 role,speaker 3 image,speaker 3,speaker 3 role,speaker 4 image,speaker 4,speaker 4 role,speaker 5 image,speaker 5,speaker 5 role,num order,num total,clip full,Album Name,Track Order Breadcrumbs,Album Name Display,icon,icons code
2023-04-11 AM C05 ,2023-04-11-am-c05,65f3d093a0ca2d5ac211618a,664139dcfbcc0a76ee768319,Sun May 12 2024 21:51:23 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:23 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 18:00:00 GMT+0000 (Coordinated Universal Time),,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1U6NNfZ7z13GfJ00z3I-NOUqdCcubLS2r&usp=drive_fs,LG no JZ on 53 acct despite showing fake documents,LG no JZ on 53 acct despite showing fake documents,3m 59s,https://drive.google.com/open?id=1U8mmmaOknqAhmZ-ZaN7RXr-YE1Dv0Svm&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_am_transcript_05.html,Acct Mtg SM reads from script LG emailed,Acct Mtg SM reads from script LG emailed,https://drive.google.com/open?id=1UIrOBPh88a7YWOqrVRrolrG3IcfhqPGw&usp=drive_fs,https://drive.google.com/open?id=1UIrOBPh88a7YWOqrVRrolrG3IcfhqPGw&usp=drive_fs,1h 35m,https://showboatblastoff.github.io/zdata/2023-04-11_am_transcript.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139dbfbcc0a76ee7680f2_A88wA5BQbiGcfLRX0lLLSwkdU_PdyH-wIKV2q3bOnJE.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139a8800866ff4ca013c2_3czZBggq6ZQP5JRm7QQFVMhY8tkik2cWCXzicXhRQf4.png,Stephanie Morin,accountant @ spark,,,,,,,6,6,clip,2023-04-11 01 Accounting meeting,Clip 5, 5/3 no JZ no sales goal 75% cog,,
2023-04-11 C00 FT LG says its right as human being,2023-04-11-c00-ft-lg-says-its-right-as-human-being,65f3d093a0ca2d5ac211618a,664139c872d7a820302baa45,Sun May 12 2024 21:51:04 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:04 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 23:00:00 GMT+0000 (Coordinated Universal Time),intent; 53; fa-embezz; fa-11-11; admits; 50-50,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,"LG says 100% his fault. It's LG ""right as a human being""","Full transcript: After acct mtg JZ calls out false accusations. LG says 100% his fault. LG acknowledges claims are false says ""it's my right as a human being"" to file frivolous lawsuits.",1h 18m 32s,https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,"JZ pays employees personal funds, LG says just business, no sales goals. LG states 100% his fault. LG acknowledge as claims are false claims ""it's my right as a human being"" to file frivolous lawsuits.","After acct mtg JZ addresses false accusations. LG states 100% his fault. LG acknowledge as claims are false claims ""it's my right as a human being"" to file frivolous lawsuits.",https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,1h 18m 32s,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27acb_-VwpDK_aO8Eh3gBjXXwecjYVgEsDrQDjRFN9m61ex24.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,0,0,full,2023-04-11 02 LG to JZ after meeting,Full Tr.,"LG's ""right as human"" to file false claims",,
2023-04-11 C01 JZ calls out false accus. LG says 100% his fault,2023-04-11-c01-jz-calls-out-false-accus-lg-says-100percent-his-fault,65f3d093a0ca2d5ac211618a,664139c91c0c5471ffa0fca1,Sun May 12 2024 21:51:05 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:05 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 23:00:00 GMT+0000 (Coordinated Universal Time),intent; 53; fa-embezz; fa-11-11; admits; 50-50,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1_WJXm13j_CH07TEkQa8GSM7ZYd1wfKkH&usp=drive_fs,JZ addresses false accusations LG says its 100% his fault,JZ calls out false accusations LG says its 100% his fault. JZ takes loan to pay employees after quickbooks payroll acct shut down. JZ not on bank acct.,4m 03s,https://drive.google.com/open?id=1_fORAHyZnY4NhpGMcx56qfBOcgVExuTO&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg_01.html,JZ addresses false accusations LG says its 100% his fault,JZ addresses false accusations LG says its 100% his fault,https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,1h 18m 32s,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139c91c0c5471ffa0fc24_P7pyffwAnnNeFwhJ-FfmDkzvsZDVuI_TNGHndR7Uitc.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,1,7,clip,2023-04-11 02 LG to JZ after meeting,Clip 1,"LG's ""right as human"" to file false claims",,
2023-04-11 C02 JZ addresses misappro and misinfo to acct,2023-04-11-c02-jz-addresses-misappro-and-misinfo-to-acct,65f3d093a0ca2d5ac211618a,664139cafbcc0a76ee766a62,Sun May 12 2024 21:51:06 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:06 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 23:00:00 GMT+0000 (Coordinated Universal Time),intent; 53; fa-embezz; fa-11-11; admits; 50-50,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1_j67Ad81Bi7jMx8aymCxgidW4LegEf9k&usp=drive_fs,JZ addresses missappro and misinfo to acct,JZ addresses missappro and misinfo to acct JZ calls out pattern of making accountants quit and abandonment. LG no ,5m 34s,https://drive.google.com/open?id=1_fhV-_ZRmC81T82HA7_y8t-sbmsd2lnw&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg_02.html,JZ addresses missappro and misinfo to acct,JZ addresses missappro and misinfo to acct,https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,1h 18m 32s,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139cafbcc0a76ee766a43_QlNGvconJ-YztWUQvnhV2JC38HCd48iX2Z_J5F2uvhw.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,2,7,clip,2023-04-11 02 LG to JZ after meeting,Clip 2,"LG's ""right as human"" to file false claims",,
2023-04-11 C03 LG has right as human to file friv. lawsuits,2023-04-11-c03-lg-has-right-as-human-to-file-friv-lawsuits,65f3d093a0ca2d5ac211618a,664139cbee663e1b240ef00c,Sun May 12 2024 21:51:07 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:07 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 23:00:00 GMT+0000 (Coordinated Universal Time),intent; 53; fa-embezz; fa-11-11; admits; 50-50,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1_rM2elfMsVLULhHHJq7x7XeXjXRy4izt&usp=drive_fs,LG has right as human to file frivolous lawsuits,"LG ""bound as a human being to say that I no longer choose to work with you and I can dissolve"". JZ calls out RBC-agree. LG says ""I don't have to do anything"".",2m 38s,https://drive.google.com/open?id=1_kQmrwrVL_0fBqQK2Ufm18dLTs81CTai&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg_03.html,LG has right as human to file frivolous lawsuits,LG has right as human to file frivolous lawsuits,https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,1h 18m 32s,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139cbee663e1b240eeffd_4YJLyOD_rat5nuN1YwUwUTJ5NkP77xYY6P0lJsaQt8Q.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,3,7,clip,2023-04-11 02 LG to JZ after meeting,Clip 3,"LG's ""right as human"" to file false claims",,
2023-04-11 C04 JZ agreements in place why are you doing this,2023-04-11-c04-jz-agreements-in-place-why-are-you-doing-this,65f3d093a0ca2d5ac211618a,664139ccb8028c230cd8c559,Sun May 12 2024 21:51:08 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:08 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 23:00:00 GMT+0000 (Coordinated Universal Time),intent; 53; fa-embezz; fa-11-11; admits; 50-50,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1_s03oP_webQlzcTA7rzAGSyljKy1zX7n&usp=drive_fs,JZ agreements in place why are you doing this,"JZ asks why file false claims LG says ""its my right as a human being to do that."" agreements in place why are you doing this. JZ reminds RBC-agree",3m 36s,https://drive.google.com/open?id=1a06c4GjArEO_RoiZKcPgkkbFUv_CJxh8&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg_04.html,JZ agreements in place why are you doing this,JZ agreements in place why are you doing this,https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,1h 18m 32s,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139ccb8028c230cd8c515_GqUmNCrzbM8LdyOcd1IKE-Mp_SrrUBnOMRX_l4xJ5qc.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,4,7,clip,2023-04-11 02 LG to JZ after meeting,Clip 4,"LG's ""right as human"" to file false claims",,
2023-04-11 C05 JZ pays empls LG admits RBC event with no JZ,2023-04-11-c05-jz-pays-empls-lg-admits-rbc-event-with-no-jz,65f3d093a0ca2d5ac211618a,664139cdeca1ddeb658f5d3b,Sun May 12 2024 21:51:09 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:09 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 23:00:00 GMT+0000 (Coordinated Universal Time),intent; 53; fa-embezz; fa-11-11; admits; 50-50,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1eOeN4XhqCushn9190yACvfPlDJbBTZdy&usp=drive_fs,JZ pays empls LG admits RBC event w/ no JZ,JZ pays employees calls out LG on bank account LG admits RBC event w/ no JZ. LG talks parking Goose Island and Constellation money in RBC acct no JZ,11m 34s,https://drive.google.com/open?id=1a1JsWBcDQE-9KNsdtdxbKluClfEJcWyU&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg_05.html,JZ pays empls LG admits RBC event w/ no JZ,JZ pays empls LG admits RBC event w/ no JZ,https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,1h 18m 32s,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139cdeca1ddeb658f5cea_yzxETgVlygfcaPqHLB5gxiRRQJsyDkLNFi_jnPqYFPY.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,5,7,clip,2023-04-11 02 LG to JZ after meeting,Clip 5,"LG's ""right as human"" to file false claims",,
2023-04-11 C06 LG 50-50 not workable no choice dissolve,2023-04-11-c06-lg-50-50-not-workable-no-choice-dissolve,65f3d093a0ca2d5ac211618a,664139cfee663e1b240ef352,Sun May 12 2024 21:51:11 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:11 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 23:00:00 GMT+0000 (Coordinated Universal Time),intent; 53; fa-embezz; fa-11-11; admits; 50-50,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1aNCojmQdYUA3j7D55O8tmX5cs_ZjFGpe&usp=drive_fs,LG 50-50 not workable no choice but dissolve,After gaining control of the bank account LG moves on RBC after cutting JZ off with slander. LG says 50-50 not workable no choice but dissolve.,9m 1s,https://drive.google.com/open?id=1a3epJw4nANY-iaN_sxv_JnF45-CU0WK3&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg_06.html,LG 50-50 not workable no choice but dissolve,LG 50-50 not workable no choice but dissolve,https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,1h 18m 32s,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139cfee663e1b240ef33a_RVin0MFU4WzAVFVaKFTCkRPvGIQvUaFFeq9YCwRio3I.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,6,7,clip,2023-04-11 02 LG to JZ after meeting,Clip 6,"LG's ""right as human"" to file false claims",,
2023-04-11 C07 LG says no one cares just wants out,2023-04-11-c07-lg-says-no-one-cares-just-wants-out,65f3d093a0ca2d5ac211618a,664139d291d293426a9a319a,Sun May 12 2024 21:51:14 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:14 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Tue Apr 11 2023 23:00:00 GMT+0000 (Coordinated Universal Time),intent; 53; fa-embezz; fa-11-11; admits; 50-50,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1yZTCdchmBp6H3Y_WVwct43P3fsDTeqWe&usp=drive_fs,LG no one cares crashed sales on purpose just wants out,LG says no one cares he crashed sales on purpose just wants out suggests mediator. JZ begs for any indpdt party. On LG says no mediator.,7m 13s,https://drive.google.com/open?id=1yd47zfa3aKBgJhwm62r2HP787h0RA9bJ&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg_07.html,LG no one cares crashed sales on purp just wants out,LG no one cares crashed sales on purp just wants out,https://drive.google.com/open?id=1VfFR_i0Yv4hTMabnbhPd_uk_jkRTww8B&usp=drive_fs,https://drive.google.com/open?id=1KxFPGt_blKiR2tqXlVRhXdAv0QJz6dlU&usp=drive_fs,1h 18m 32s,https://showboatblastoff.github.io/zdata/2023-04-11_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139d091d293426a9a2e20_f3rlYabgmRpeV5xCjiCuOIhRH-SnLcHdhVxZZkDxj5g.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,7,7,clip,2023-04-11 02 LG to JZ after meeting,Clip 7,"LG's ""right as human"" to file false claims",,
2023-05-28 C00 FT LG admits accus fake,2023-05-28-c00-ft-lg-admits-accus-fake,65f3d093a0ca2d5ac211618a,664139de771fe90f01fb9b44,Sun May 12 2024 21:51:26 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:26 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Sun May 28 2023 14:30:00 GMT+0000 (Coordinated Universal Time),,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1Uefglo89c7yWLXEo-jQEeiIw5ONS9GJe&usp=drive_fs,LG admits accus fake,LG admits accus fake,24m 19s,https://drive.google.com/open?id=1UhDCde5l8-dEsiAklGAtbMul5i3xJGYn&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-05-28_transcript_jzlg.html,LG admits accus fake,LG admits accus fake,https://drive.google.com/open?id=1UhDCde5l8-dEsiAklGAtbMul5i3xJGYn&usp=drive_fs,https://drive.google.com/open?id=1Uefglo89c7yWLXEo-jQEeiIw5ONS9GJe&usp=drive_fs,24m 19s,https://showboatblastoff.github.io/zdata/2023-05-28_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139dd771fe90f01fb9b1f_NFvUOardHjqEOsLTbJuXVB8_m5cROIKKA-4Qvy3KLfA.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,0,0,full,2023-05-28 JZ LG call,Full Tr.,LG admits slander JZ to 5/3 and acct,,
2023-05-28 C01 LG admits accus fake,2023-05-28-c01-lg-admits-accus-fake,65f3d093a0ca2d5ac211618a,664139dfeca1ddeb658f7a42,Sun May 12 2024 21:51:27 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:27 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Sun May 28 2023 14:30:00 GMT+0000 (Coordinated Universal Time),,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1Uefglo89c7yWLXEo-jQEeiIw5ONS9GJe&usp=drive_fs,"JZ accid del LG and PH acct,  LG read my mail","JZ accid del LG and PH acct,  LG read my mail",2m 11s,https://drive.google.com/open?id=1UhDCde5l8-dEsiAklGAtbMul5i3xJGYn&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-05-28_transcript_jzlg_01.html,JZ accid del LG gives permission to access email ,JZ accid del LG gives permission to access email ,https://drive.google.com/open?id=1UhDCde5l8-dEsiAklGAtbMul5i3xJGYn&usp=drive_fs,https://drive.google.com/open?id=1Uefglo89c7yWLXEo-jQEeiIw5ONS9GJe&usp=drive_fs,24m 19s,https://showboatblastoff.github.io/zdata/2023-05-28_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139dfeca1ddeb658f7a1d_dRQspjCuX_Zh-Gi6Ptd-lL0ya8-5y8Zt0wur_xqWnV4.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,1,3,clip,2023-05-28 JZ LG call,Clip 1,LG admits slander JZ to 5/3 and acct,,
2023-05-28 C02 LG cant recall if 53 collus,2023-05-28-c02-lg-cant-recall-if-53-collus,65f3d093a0ca2d5ac211618a,664139e0e2b6a8e4e299184e,Sun May 12 2024 21:51:28 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:28 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Sun May 28 2023 14:30:00 GMT+0000 (Coordinated Universal Time),,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1Uefglo89c7yWLXEo-jQEeiIw5ONS9GJe&usp=drive_fs,LG cant recall if 53 collus,LG cant recall if 53 collus,2m 52s,https://drive.google.com/open?id=1UhDCde5l8-dEsiAklGAtbMul5i3xJGYn&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-05-28_transcript_jzlg_02.html,LG cant recall if 53 collusion JZ says turn self in,LG cant recall if 53 collusion JZ says turn self in,https://drive.google.com/open?id=1UhDCde5l8-dEsiAklGAtbMul5i3xJGYn&usp=drive_fs,https://drive.google.com/open?id=1Uefglo89c7yWLXEo-jQEeiIw5ONS9GJe&usp=drive_fs,24m 19s,https://showboatblastoff.github.io/zdata/2023-05-28_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139dfe2b6a8e4e2991828_sMaGpCF0CfI5NWuJO-oiece7m4L9K_7vApSSxdbwmT0.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,2,3,clip,2023-05-28 JZ LG call,Clip 2,LG admits slander JZ to 5/3 and acct,,
2023-05-28 C03,2023-05-28-c03,65f3d093a0ca2d5ac211618a,664139e1b93151555ec80098,Sun May 12 2024 21:51:29 GMT+0000 (Coordinated Universal Time),Sun May 12 2024 21:51:29 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 07:33:21 GMT+0000 (Coordinated Universal Time),Sun May 28 2023 14:30:00 GMT+0000 (Coordinated Universal Time),,Joseph Zangrilli & Lucas Guariglia,LG to JZ,,,,https://drive.google.com/open?id=1XNEFWLcdQLOh75g_R0Ioi34oyhceO6nH&usp=drive_fs,LG admits accus fake,LG admits accus fake,2m 30s,https://drive.google.com/open?id=1XP3UZIyK0xc7RP47hId50fiC_GFj0KOf&usp=drive_fs,https://showboatblastoff.github.io/zdata/2023-05-28_transcript_jzlg_03.html,JZ says fix slander,JZ says fix slander,https://drive.google.com/open?id=1UhDCde5l8-dEsiAklGAtbMul5i3xJGYn&usp=drive_fs,https://drive.google.com/open?id=1Uefglo89c7yWLXEo-jQEeiIw5ONS9GJe&usp=drive_fs,24m 19s,https://showboatblastoff.github.io/zdata/2023-05-28_transcript_jzlg.html,,,,,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664139e1b93151555ec80066_O83MXyXUckMzUzNWMUjY5_VIv47NR4cJssUL7JeK3Dw.jpeg,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac2_bR_GePxzBtM3W-cv4jrjuh3VajtJKkDbQdcANGQBGGM.png,Joseph Zangrilli,COO @ RBC,https://uploads-ssl.webflow.com/646a27a54df1a31225a90bae/664136432b983b6bd9d27ac7_fGX4Gm7pgFT7DnLB7cENdqb7hfHqXhRlTZ__E1AMsv8.png,Lucas Guariglia,CEO @ RBC,,,,,,,,,,3,3,clip,2023-05-28 JZ LG call,Clip 3,LG admits slander JZ to 5/3 and acct,,
